audio_filepath,duration,sample_rate,text_dialect,text_central,region,speaker_id,utterance_id,is_augmented
audio_data/south/voice_1/voice_1_1_aug_65.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_66.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_67.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_68.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_69.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_7.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_70.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_71.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_72.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_73.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_74.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_75.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_76.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_77.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_78.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_79.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_8.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_80.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_81.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_82.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_83.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_84.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_85.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_86.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_87.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_88.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_89.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_9.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_90.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_91.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_92.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_93.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_94.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_95.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_96.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_97.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_98.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_1/voice_1_1_aug_99.wav,3.2,16000,พันพรือบ้างช่วงนี้,เป็นอย่างไรบ้างช่วงนี้,south,voice_1,voice_1_1,True
audio_data/south/voice_10/voice_10_1.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10_1,False
audio_data/south/voice_10/voice_10_aug_1.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_10.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_100.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_11.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_12.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_13.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_14.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_15.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_16.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_17.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_18.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_19.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_2.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_20.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_21.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_22.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_23.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_24.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_25.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_26.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_27.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_28.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_29.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_3.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_30.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_31.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_32.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_33.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_34.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_35.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_36.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_37.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_38.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_39.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_4.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_40.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_41.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_42.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_43.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_44.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_45.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_46.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_47.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_48.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_49.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_5.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_50.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_51.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_52.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_53.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_54.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_55.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_56.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_57.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_58.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_59.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_6.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_60.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_61.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_62.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_63.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_64.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_65.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_66.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_67.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_68.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_69.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_7.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_70.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_71.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_72.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_73.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_74.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_75.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_76.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_77.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
audio_data/south/voice_10/voice_10_aug_78.wav,2.24,16000,หรอยแรง,อร่อยมาก,south,voice_10,voice_10,True
